,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,convention_workclass,convention_education,convention_marital-status,convention_occupation,convention_relationship,convention_race,convention_sex,convention_native-country,convention_income
11467,44,self-emp-not-inc,37618,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,>50k,1,1,1,7,1,0,0,0,1
11468,56,local-gov,238582,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,41,united-states,>50k,4,5,1,10,1,0,0,0,1
11469,37,state-gov,28887,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k,0,1,1,8,1,0,0,0,1
11470,37,private,77820,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k,2,0,1,1,1,0,0,0,1
11471,22,private,110946,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,0,4,0,0,1,0,0
11472,34,local-gov,230420,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,4,0,1,3,1,0,0,0,1
11473,36,private,206521,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,0,8,0,0,0,0,0
11475,28,local-gov,283227,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,united-states,<=50k,4,5,1,1,1,0,0,0,0
11476,28,private,141957,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k,2,0,1,3,1,0,0,0,0
11478,73,local-gov,161027,5th-6th,3,married-civ-spouse,protective-serv,husband,white,male,0,0,20,united-states,<=50k,4,11,1,11,1,0,0,0,0
11479,37,self-emp-not-inc,31670,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k,1,1,1,7,1,0,0,0,0
11480,24,private,205844,bachelors,13,never-married,exec-managerial,own-child,black,female,0,0,65,united-states,<=50k,2,0,0,1,3,1,1,0,0
11481,30,state-gov,46144,hs-grad,9,married-af-spouse,adm-clerical,own-child,white,female,0,0,38,united-states,<=50k,0,1,5,0,3,0,1,0,0
11482,38,private,168055,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,2,9,1,4,1,0,0,0,0
11483,50,private,98350,some-college,10,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,philippines,>50k,2,5,1,0,1,2,0,11,1
11485,43,private,208613,prof-school,15,married-spouse-absent,prof-specialty,not-in-family,white,male,99999,0,40,united-states,>50k,2,10,3,3,0,0,0,0,1
11486,42,private,334522,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k,2,1,1,2,1,1,0,0,0
11487,54,state-gov,187686,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,38,united-states,<=50k,0,5,2,0,0,0,1,0,0
11488,27,state-gov,365916,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,female,0,0,58,united-states,<=50k,0,6,0,1,0,0,1,0,0
11489,39,private,190719,some-college,10,divorced,sales,not-in-family,white,male,0,0,45,united-states,<=50k,2,5,2,5,0,0,0,0,0
11490,27,private,218184,some-college,10,never-married,adm-clerical,not-in-family,black,female,0,0,40,jamaica,<=50k,2,5,0,0,0,1,1,2,0
11491,30,private,222162,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,66,united-states,<=50k,2,1,1,2,1,0,0,0,0
11492,30,private,148524,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,2057,40,united-states,<=50k,2,1,1,6,1,0,0,0,0
11493,37,private,267085,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,5,1,10,1,0,0,0,0
11494,50,federal-gov,307555,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,60,united-states,>50k,3,0,2,3,0,0,0,0,1
11495,36,private,229180,some-college,10,divorced,craft-repair,unmarried,white,female,0,0,40,cuba,<=50k,2,5,2,10,4,0,1,1,0
11496,22,private,279041,some-college,10,never-married,handlers-cleaners,own-child,black,male,0,0,10,united-states,<=50k,2,5,0,2,3,1,0,0,0
11497,21,private,312017,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,2,5,0,10,0,0,0,0,0
11498,33,private,54782,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,1579,42,united-states,<=50k,2,0,1,0,1,0,0,0,0
11499,76,private,70697,7th-8th,4,widowed,other-service,not-in-family,white,female,0,0,25,united-states,<=50k,2,7,6,4,0,0,1,0,0
11501,37,private,188774,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,2,0,1,0,1,0,0,0,0
11502,34,private,302770,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k,2,5,1,5,1,0,0,0,0
11503,29,private,183639,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,97,united-states,<=50k,2,1,1,7,1,0,0,0,0
11504,29,private,178551,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,2,1,1,6,1,0,0,0,0
11505,28,private,175343,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,2,0,1,5,1,0,0,0,0
11506,73,self-emp-not-inc,190078,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,35,united-states,<=50k,1,5,1,1,1,0,0,0,0
11507,43,private,117627,some-college,10,divorced,exec-managerial,not-in-family,black,female,0,0,40,united-states,<=50k,2,5,2,1,0,1,1,0,0
11508,39,private,108419,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,5,1,10,1,0,0,0,0
11509,74,private,183701,10th,6,widowed,other-service,not-in-family,black,female,0,0,6,united-states,<=50k,2,12,6,4,0,1,1,0,0
11510,27,state-gov,208406,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,30,united-states,<=50k,0,0,0,3,0,0,0,0,0
11511,47,private,148884,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k,2,1,1,6,1,0,0,0,0
11512,90,private,87285,hs-grad,9,never-married,other-service,own-child,white,female,0,0,24,united-states,<=50k,2,1,0,4,3,0,1,0,0
11513,47,private,199058,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k,2,0,1,3,1,0,0,0,1
11514,42,private,173628,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,0,1,1,1,0,0,0,1
11515,69,private,370837,bachelors,13,divorced,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k,2,0,2,2,0,0,0,0,0
11517,23,private,342769,bachelors,13,never-married,tech-support,not-in-family,white,female,0,0,20,united-states,<=50k,2,0,0,9,0,0,1,0,0
11518,44,local-gov,65145,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,30,united-states,<=50k,4,1,1,3,1,0,0,0,0
11519,41,private,150533,hs-grad,9,married-civ-spouse,sales,husband,white,male,2829,0,40,united-states,<=50k,2,1,1,5,1,0,0,0,0
11520,47,local-gov,272182,some-college,10,never-married,adm-clerical,not-in-family,black,male,0,0,40,united-states,<=50k,4,5,0,0,0,1,0,0,0
11521,43,private,403467,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,7688,0,40,united-states,>50k,2,0,1,1,1,1,0,0,1
11522,33,private,252168,some-college,10,never-married,other-service,not-in-family,black,male,0,0,40,united-states,<=50k,2,5,0,4,0,1,0,0,0
11523,48,private,80430,11th,7,never-married,other-service,not-in-family,white,female,0,0,30,united-states,<=50k,2,2,0,4,0,0,1,0,0
11524,39,private,189623,bachelors,13,divorced,sales,unmarried,white,male,0,0,60,united-states,<=50k,2,0,2,5,4,0,0,0,0
11525,43,private,115806,masters,14,divorced,exec-managerial,unmarried,white,female,0,2547,40,united-states,>50k,2,3,2,1,4,0,1,0,1
11527,52,private,226084,hs-grad,9,widowed,priv-house-serv,other-relative,white,female,0,0,40,united-states,<=50k,2,1,6,13,5,0,1,0,0
11528,18,private,150817,hs-grad,9,never-married,sales,own-child,white,female,0,0,20,united-states,<=50k,2,1,0,5,3,0,1,0,0
11529,27,self-emp-inc,190911,hs-grad,9,never-married,sales,own-child,white,male,0,0,45,united-states,<=50k,5,1,0,5,3,0,0,0,0
11530,27,self-emp-inc,120126,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1887,45,united-states,>50k,5,0,1,1,1,0,0,0,1
11531,45,local-gov,255559,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,4,1,0,0,0,0,1,0,0
11533,24,private,173679,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,0,0,20,united-states,<=50k,2,9,1,4,1,0,0,0,0
11534,25,private,35854,some-college,10,married-spouse-absent,sales,unmarried,white,female,0,0,40,united-states,<=50k,2,5,3,5,4,0,1,0,0
11535,42,self-emp-not-inc,82161,10th,6,widowed,transport-moving,unmarried,white,male,0,0,35,united-states,<=50k,1,12,6,6,4,0,0,0,0
11536,63,self-emp-not-inc,129845,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1,7,1,10,1,0,0,0,0
11537,40,private,226505,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,46,united-states,>50k,2,1,1,0,2,0,1,0,1
11538,47,private,151584,prof-school,15,married-civ-spouse,exec-managerial,husband,white,male,7688,0,60,united-states,>50k,2,10,1,1,1,0,0,0,1
11539,42,private,136419,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50k,2,1,1,10,1,0,0,0,1
11540,42,private,66460,some-college,10,divorced,exec-managerial,unmarried,white,female,0,0,45,united-states,<=50k,2,5,2,1,4,0,1,0,0
11541,63,local-gov,379940,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,4,0,1,3,1,0,0,0,1
11542,37,local-gov,102936,bachelors,13,divorced,prof-specialty,unmarried,white,female,0,0,55,united-states,<=50k,4,0,2,3,4,0,1,0,0
11543,65,private,205309,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,20,united-states,<=50k,2,1,1,0,1,0,0,0,0
11545,62,private,208711,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,7688,0,50,united-states,>50k,2,0,1,10,1,0,0,0,1
11546,46,private,137547,hs-grad,9,divorced,craft-repair,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50k,2,1,2,10,0,3,0,0,0
11547,23,private,220168,hs-grad,9,never-married,sales,other-relative,black,female,0,0,25,jamaica,<=50k,2,1,0,5,5,1,1,2,0
11548,47,local-gov,37672,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,45,united-states,<=50k,4,0,1,3,2,0,1,0,0
11549,20,private,196643,some-college,10,never-married,other-service,own-child,white,male,0,0,20,united-states,<=50k,2,5,0,4,3,0,0,0,0
11551,28,private,197484,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,2,3,0,0,0,0
11552,61,local-gov,115023,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,4,1,1,4,1,0,0,0,0
11553,30,state-gov,234824,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,72,united-states,<=50k,0,1,1,4,2,0,1,0,0
11554,30,state-gov,361497,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,72,united-states,>50k,0,0,1,11,1,0,0,0,1
11555,29,private,351871,bachelors,13,never-married,sales,not-in-family,white,male,0,0,50,united-states,>50k,2,0,0,5,0,0,0,0,1
11556,39,private,324231,hs-grad,9,widowed,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50k,2,1,6,8,4,1,1,0,0
11557,23,private,123490,11th,7,divorced,other-service,unmarried,white,female,0,0,35,united-states,<=50k,2,2,2,4,4,0,1,0,0
11558,32,private,188245,11th,7,never-married,priv-house-serv,unmarried,black,female,0,0,40,united-states,<=50k,2,2,0,13,4,1,1,0,0
11559,63,private,50349,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,34,united-states,<=50k,2,1,6,4,0,0,1,0,0
11560,19,self-emp-not-inc,47176,some-college,10,never-married,craft-repair,not-in-family,white,female,0,0,15,united-states,<=50k,1,5,0,10,0,0,1,0,0
11561,57,state-gov,290661,doctorate,16,divorced,prof-specialty,not-in-family,white,male,0,0,60,united-states,>50k,0,8,2,3,0,0,0,0,1
11562,41,private,221172,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,2,0,1,10,1,0,0,0,1
11563,23,private,188950,assoc-voc,11,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k,2,9,0,5,3,0,0,0,0
11564,30,private,356882,doctorate,16,never-married,prof-specialty,own-child,white,male,0,0,20,united-states,<=50k,2,8,0,3,3,0,0,0,0
11565,43,self-emp-inc,150533,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k,5,6,1,1,1,0,0,0,0
11566,64,self-emp-not-inc,167149,7th-8th,4,married-civ-spouse,other-service,husband,white,male,0,0,25,united-states,<=50k,1,7,1,4,1,0,0,0,0
11567,56,private,301835,5th-6th,3,separated,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,2,11,4,8,0,0,0,0,0
11568,32,private,313729,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,2,1,1,0,1,0,0,0,0
11569,55,private,130957,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k,2,1,1,10,1,0,0,0,0
11570,17,private,197732,11th,7,never-married,other-service,own-child,white,female,0,0,12,united-states,<=50k,2,2,0,4,3,0,1,0,0
11571,17,private,250541,10th,6,never-married,other-service,own-child,black,male,0,0,20,united-states,<=50k,2,12,0,4,3,1,0,0,0
11572,29,private,218785,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,65,united-states,<=50k,2,5,1,0,2,0,1,0,0
11574,37,private,194630,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k,2,1,2,10,0,0,0,0,0
11575,39,private,38721,hs-grad,9,divorced,priv-house-serv,unmarried,white,female,0,0,22,united-states,<=50k,2,1,2,13,4,0,1,0,0
11576,36,private,201519,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,>50k,2,0,1,1,2,0,1,0,1
11577,50,private,279337,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,55,united-states,>50k,2,0,2,1,0,0,0,0,1
11579,31,private,87560,some-college,10,never-married,machine-op-inspct,not-in-family,white,female,0,0,50,united-states,<=50k,2,5,0,8,0,0,1,0,0
11581,56,private,208431,some-college,10,widowed,exec-managerial,not-in-family,black,female,0,0,32,united-states,<=50k,2,5,6,1,0,1,1,0,0
11582,51,private,143822,some-college,10,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50k,2,5,1,10,1,0,0,0,1
11583,20,private,163205,some-college,10,separated,other-service,own-child,white,female,0,0,30,united-states,<=50k,2,5,4,4,3,0,1,0,0
11584,53,private,171924,bachelors,13,divorced,prof-specialty,not-in-family,white,male,14344,0,55,united-states,>50k,2,0,2,3,0,0,0,0,1
11585,33,state-gov,137616,masters,14,never-married,prof-specialty,not-in-family,black,female,0,0,35,united-states,<=50k,0,3,0,3,0,1,1,0,0
11586,27,private,156516,some-college,10,married-civ-spouse,adm-clerical,wife,black,female,0,2377,20,united-states,<=50k,2,5,1,0,2,1,1,0,0
11587,40,private,119101,some-college,10,married-civ-spouse,craft-repair,husband,white,male,5178,0,40,united-states,>50k,2,5,1,10,1,0,0,0,1
11588,45,private,117556,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,32,united-states,<=50k,2,5,2,0,4,1,1,0,0
11589,54,private,147863,assoc-voc,11,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,5013,0,40,vietnam,<=50k,2,9,1,10,1,2,0,36,0
11590,33,self-emp-not-inc,24504,hs-grad,9,separated,craft-repair,other-relative,white,male,0,0,50,united-states,<=50k,1,1,4,10,5,0,0,0,0
11592,36,private,181721,10th,6,never-married,farming-fishing,own-child,black,male,0,0,60,united-states,<=50k,2,12,0,7,3,1,0,0,0
11593,42,local-gov,55363,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,>50k,4,3,1,3,1,0,0,0,1
11594,33,private,92865,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,2,5,0,0,3,0,1,0,0
11596,52,federal-gov,221532,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k,3,0,1,1,1,0,0,0,1
11597,41,local-gov,183224,masters,14,married-civ-spouse,prof-specialty,wife,asian-pac-islander,female,0,0,40,taiwan,>50k,4,3,1,3,2,2,1,18,1
11598,30,private,381153,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,5,1,10,1,0,0,0,0
11599,22,private,300871,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,2,5,0,0,3,0,0,0,0
11600,47,private,33710,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,3103,0,60,united-states,>50k,2,0,1,1,1,0,0,0,1
11601,26,private,158333,5th-6th,3,never-married,transport-moving,not-in-family,white,male,0,0,40,columbia,<=50k,2,11,0,6,0,0,0,13,0
11602,36,private,288103,11th,7,separated,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50k,2,2,4,8,0,1,0,0,0
11603,35,private,108907,hs-grad,9,separated,machine-op-inspct,unmarried,white,male,0,0,40,united-states,<=50k,2,1,4,8,4,0,0,0,0
11604,46,private,358533,some-college,10,married-civ-spouse,protective-serv,husband,black,male,0,0,40,united-states,>50k,2,5,1,11,1,1,0,0,1
11605,24,private,126613,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,8,united-states,<=50k,2,0,0,3,3,0,1,0,0
11606,30,private,164190,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,5178,0,52,united-states,>50k,2,9,1,3,1,0,0,0,1
11607,38,private,199816,hs-grad,9,divorced,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k,2,1,2,8,3,0,0,0,0
11608,50,private,98228,hs-grad,9,divorced,sales,unmarried,white,female,0,0,45,united-states,<=50k,2,1,2,5,4,0,1,0,0
11609,41,local-gov,129060,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k,4,5,2,0,4,1,1,0,0
11610,38,private,22245,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k,2,1,1,1,1,0,0,0,1
11611,36,private,226918,bachelors,13,never-married,sales,not-in-family,black,male,0,0,48,united-states,<=50k,2,0,0,5,0,1,0,0,0
11612,47,private,398652,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k,2,1,1,5,1,0,0,0,1
11613,59,private,268840,some-college,10,married-civ-spouse,adm-clerical,other-relative,white,female,0,0,16,united-states,>50k,2,5,1,0,5,0,1,0,1
11615,59,private,91384,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k,2,8,1,3,1,0,0,0,1
11616,52,private,174767,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k,2,5,1,1,1,0,0,0,1
11617,37,self-emp-inc,126675,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k,5,9,1,5,1,0,0,0,1
11618,52,private,82285,bachelors,13,married-spouse-absent,other-service,other-relative,black,female,0,0,40,haiti,<=50k,2,0,3,4,5,1,1,19,0
11619,51,private,177727,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k,2,6,1,10,1,0,0,0,1
11620,67,self-emp-not-inc,345236,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,<=50k,1,0,1,1,1,0,0,0,0
11622,68,private,156000,10th,6,widowed,other-service,unmarried,black,female,0,0,20,united-states,<=50k,2,12,6,4,4,1,1,0,0
11623,71,private,228806,9th,5,divorced,priv-house-serv,not-in-family,black,female,0,0,6,united-states,<=50k,2,4,2,13,0,1,1,0,0
11624,49,local-gov,184428,masters,14,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,4,3,1,0,1,0,0,0,0
11625,35,local-gov,102938,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k,4,1,1,4,1,0,0,0,0
11626,18,private,161063,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,2,1,0,0,3,0,0,0,0
11627,29,private,253752,10th,6,married-civ-spouse,farming-fishing,wife,white,female,0,0,40,united-states,<=50k,2,12,1,7,2,0,1,0,0
11628,47,self-emp-not-inc,274800,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,<=50k,1,0,1,3,1,0,0,0,0
11629,31,private,129804,9th,5,never-married,farming-fishing,not-in-family,white,male,0,0,40,puerto-rico,<=50k,2,4,0,7,0,0,0,5,0
11630,22,federal-gov,65547,some-college,10,never-married,exec-managerial,not-in-family,black,male,0,0,40,united-states,<=50k,3,5,0,1,0,1,0,0,0
11632,57,private,161097,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,26,united-states,<=50k,2,1,2,5,0,0,1,0,0
11633,18,private,118376,some-college,10,never-married,other-service,own-child,white,female,0,0,15,united-states,<=50k,2,5,0,4,3,0,1,0,0
11634,32,private,131224,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k,2,1,1,3,1,0,0,0,0
11635,39,private,120985,hs-grad,9,divorced,other-service,own-child,white,male,0,0,40,united-states,<=50k,2,1,2,4,3,0,0,0,0
11636,37,private,215392,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,2,0,2,3,0,0,1,0,0
11637,51,private,63685,hs-grad,9,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,50,cambodia,<=50k,2,1,1,5,1,2,0,14,0
11638,48,private,131826,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k,2,5,1,0,1,0,0,0,1
11639,39,private,211440,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,55,united-states,>50k,2,1,1,6,1,0,0,0,1
11640,35,private,31023,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k,2,0,1,5,1,0,0,0,0
11641,40,private,145439,5th-6th,3,married-civ-spouse,other-service,husband,other,male,4064,0,40,mexico,<=50k,2,11,1,4,1,4,0,4,0
11642,19,private,255161,hs-grad,9,never-married,sales,own-child,white,male,0,0,25,united-states,<=50k,2,1,0,5,3,0,0,0,0
11643,28,private,411950,hs-grad,9,divorced,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,2,0,0,0,0,0,0
11644,23,private,275818,some-college,10,never-married,sales,not-in-family,white,female,0,1974,40,united-states,<=50k,2,5,0,5,0,0,1,0,0
11645,18,private,318082,some-college,10,never-married,sales,own-child,white,male,0,0,35,united-states,<=50k,2,5,0,5,3,0,0,0,0
11646,23,local-gov,287988,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,4,0,0,3,0,0,0,0,0
11647,47,local-gov,138342,11th,7,married-civ-spouse,transport-moving,husband,white,male,3411,0,40,el-salvador,<=50k,4,2,1,6,1,0,0,22,0
11648,42,federal-gov,115932,bachelors,13,divorced,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k,3,0,2,0,3,0,0,0,0
11649,25,private,60358,some-college,10,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k,2,5,0,5,3,0,0,0,0
11650,17,private,140117,10th,6,never-married,sales,own-child,white,female,0,0,12,united-states,<=50k,2,12,0,5,3,0,1,0,0
11651,34,private,158040,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,45,united-states,<=50k,2,0,0,1,0,0,1,0,0
11653,29,private,232784,assoc-acdm,12,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k,2,6,0,1,3,0,0,0,0
11654,22,private,349368,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k,2,5,1,0,2,0,1,0,0
11655,46,federal-gov,325573,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k,3,1,0,2,0,0,0,0,0
11656,69,private,140176,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,24,united-states,<=50k,2,1,1,5,1,0,0,0,0
11657,50,private,128478,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,>50k,2,1,1,10,1,0,0,0,1
11660,45,federal-gov,155659,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,3,5,1,3,1,0,0,0,1
11661,41,state-gov,288433,masters,14,never-married,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50k,0,3,0,0,0,1,1,0,0
11662,47,federal-gov,329205,bachelors,13,divorced,prof-specialty,unmarried,white,male,0,0,40,united-states,<=50k,3,0,2,3,4,0,0,0,0
11663,64,private,171373,11th,7,widowed,farming-fishing,unmarried,white,female,0,0,40,united-states,<=50k,2,2,6,7,4,0,1,0,0
11664,29,private,228860,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,35,united-states,<=50k,2,5,1,4,1,0,0,0,0
11665,29,private,196116,prof-school,15,divorced,prof-specialty,own-child,white,female,2174,0,72,united-states,<=50k,2,10,2,3,3,0,1,0,0
11666,17,private,47771,11th,7,never-married,prof-specialty,own-child,white,female,0,0,20,united-states,<=50k,2,2,0,3,3,0,1,0,0
11667,24,private,201680,hs-grad,9,never-married,adm-clerical,unmarried,white,male,0,0,60,united-states,<=50k,2,1,0,0,4,0,0,0,0
11668,28,private,337378,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
11669,35,private,246449,hs-grad,9,never-married,other-service,not-in-family,white,male,3325,0,50,united-states,<=50k,2,1,0,4,0,0,0,0,0
11670,48,private,227714,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k,2,0,1,5,1,0,0,0,0
11671,36,private,177285,assoc-voc,11,never-married,prof-specialty,unmarried,black,female,0,0,38,united-states,<=50k,2,9,0,3,4,1,1,0,0
11672,38,private,71701,assoc-voc,11,never-married,craft-repair,not-in-family,white,female,0,0,40,portugal,<=50k,2,9,0,10,0,0,1,20,0
11673,49,private,30219,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,1669,40,united-states,<=50k,2,1,2,10,0,0,0,0,0
11674,42,private,280167,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,2,3,1,3,1,0,0,0,1
11675,36,self-emp-inc,27408,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k,5,9,1,5,1,0,0,0,0
11676,25,private,167031,10th,6,never-married,machine-op-inspct,not-in-family,white,female,0,0,40,columbia,<=50k,2,12,0,8,0,0,1,13,0
11677,41,private,173682,masters,14,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,2,3,1,8,1,0,0,0,0
11678,35,self-emp-not-inc,278557,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,30,united-states,<=50k,1,1,1,7,1,0,0,0,0
